,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
10192_at,0.0016396297496938314,0.0016395395603886393,0.15491756293354836,0.0016396250042629438,0.0016396130327895415,0.1501401934983277,0.001639551285180735,0.6834651774139817,0.0016395394916714455,0.0016395680301551623
10198_at,0.033335917135242525,0.033335580299177194,0.0333366411278115,0.03333441365150809,0.6999769912434084,0.03333636142123526,0.033336719387563565,0.033335460879246215,0.03333496853814229,0.0333369463166649
10203_at,0.0009709933543641757,0.0009709166932076025,0.0009709418416657789,0.0009709121556430527,0.0009709065511619423,0.0009709474410017181,0.0009709213535510985,0.0009709125325243242,0.0009709134833588879,0.9912616345935215
10205_at,0.0009010383074108032,0.2621555036951234,0.0009010973358203457,0.7306360665061234,0.0009010312604034254,0.0009011806015726035,0.0009010321589001111,0.0009010398391537159,0.000901007676851254,0.0009010026186409753
10206_at,0.001333569949913918,0.0013336076211745412,0.11509200851556801,0.0013335343237484958,0.10669002589868685,0.32030916094628403,0.10957948770483315,0.0013335236184961372,0.21004724007735964,0.13294784134393517
10207_at,0.0011628796397198217,0.454782731495363,0.0011629748479676692,0.0011628618019804142,0.474970030720814,0.001162939243489753,0.0011629458801267845,0.001162862445575773,0.06210692806342672,0.001162845861535978
10208_at,0.0010639572613367722,0.001064360182128432,0.1164692077154682,0.0010644935360880471,0.0010640258549719326,0.0010640211725781007,0.0010640665365467062,0.0010640776934413793,0.875017904285689,0.0010638857617513288
10211_at,0.003226408148936574,0.003226191277214341,0.00322632257569435,0.003226037054655529,0.18787617407241936,0.0032258887541167123,0.0032261798400524872,0.11884390427988575,0.0032263199087465113,0.6706965740882784
10212_at,0.0013158375753538312,0.001315983374549341,0.001315938693220506,0.0013158763459654701,0.001316071350070064,0.0013158267326748934,0.0013159306441929747,0.9881568071702018,0.0013159124699161887,0.0013158156438548873
10213_at,0.10109062134784626,0.002127859027046773,0.0021278837972235672,0.002128842616411376,0.002128202172474072,0.07904423263737545,0.8049667067884292,0.0021282823097249167,0.002129358526228097,0.002128010777240348
10214_at,0.0012347840700158408,0.0012346605372302421,0.0012346543676979252,0.531322858600283,0.10274245001278531,0.19525785629262807,0.001234680850587106,0.0012348195440088046,0.0012347283193078235,0.16326850740545584
10219_at,0.001408537728549074,0.0014088502280363657,0.0014088539231334794,0.0014086262391661644,0.724095606014806,0.0014086621982151023,0.26463462454112174,0.0014086218122251434,0.0014090488955120402,0.0014085684192346312
10221_at,0.002325841830279982,0.0023263739605228683,0.39958410727947397,0.0023258244597429123,0.0023259815296972587,0.5818085667627763,0.0023257583165270886,0.002325682660918159,0.0023260361548540563,0.002325827045207368
10222_at,0.000971273775332617,0.24058926736453573,0.35771203753290143,0.11600743212154808,0.0009709297555375144,0.2421429098689807,0.000970937382877371,0.0009709348468030602,0.016346360086008413,0.023317917265474917
